date,st_interest,it_interest,lt_interest,cpi_index,pct_chg_cpi,oil_price,pct_chg_oil_price,mtg_purchase,mtg_refi,pct_chg_mtg_purchase,pct_cht_mtg_refi,employment,pct_chg_employment,avg_earnings,pct_chg_avg_earnings
2016-01-01,0.26,0.9,2.09,237.833,1.33,31.68,-32.91,63.0,54.0,23.52,-17.34,143215,1.85,21.31,2.4
2016-02-01,0.31,0.73,1.78,237.46900000000002,0.95,30.32,-40.06,63.0,54.0,23.52,-17.34,143447,1.84,21.36,2.5
2016-03-01,0.3,0.88,1.89,238.03799999999998,0.86,37.55,-21.48,63.0,54.0,23.52,-17.34,143681,1.95,21.4,2.49
2016-04-01,0.23,0.77,1.81,238.827,1.13,40.75,-25.16,100.0,81.0,20.36,7.09,143892,1.88,21.46,2.58
2016-05-01,0.28,0.82,1.81,239.46400000000003,1.05,46.71,-21.19,100.0,81.0,20.36,7.09,143907,1.66,21.48,2.33
2016-06-01,0.27,0.73,1.64,240.167,1.04,48.76,-18.49,100.0,81.0,20.36,7.09,144189,1.74,21.53,2.48
2016-07-01,0.3,0.67,1.5,240.15,0.88,44.65,-12.28,102.0,111.0,8.84,109.45,144525,1.77,21.58,2.62
2016-08-01,0.3,0.74,1.56,240.602,1.08,44.72,4.32,102.0,111.0,8.84,109.45,144660,1.77,21.61,2.51
2016-09-01,0.29,0.77,1.63,241.051,1.49,45.18,-0.66,102.0,111.0,8.84,109.45,144930,1.87,21.63,2.46
2016-10-01,0.33,0.84,1.76,241.69099999999997,1.64,49.78,7.7,86.0,88.0,17.09,34.56,145058,1.72,21.71,2.41
2016-11-01,0.45,0.98,2.14,242.02900000000002,1.69,45.66,7.59,86.0,88.0,17.09,34.56,145228,1.67,21.73,2.5
2016-12-01,0.51,1.2,2.49,242.77200000000002,2.08,51.97,39.74,86.0,88.0,17.09,34.56,145443,1.62,21.77,2.5
2017-01-01,0.52,1.21,2.43,243.78,2.5,52.5,65.72,68.0,49.0,7.37,-8.02,145695,1.73,21.82,2.39
2017-02-01,0.53,1.2,2.42,243.96099999999998,2.73,53.47,76.35,68.0,49.0,7.37,-8.02,145836,1.67,21.86,2.34
2017-03-01,0.75,1.31,2.48,243.74900000000002,2.4,49.33,31.37,68.0,49.0,7.37,-8.02,145963,1.59,21.89,2.29
2017-04-01,0.81,1.24,2.3,244.051,2.19,51.06,25.3,107.0,48.0,7.44,-39.88,146176,1.59,21.94,2.24
2017-05-01,0.9,1.3,2.3,243.96200000000002,1.88,48.48,3.79,107.0,48.0,7.44,-39.88,146304,1.67,21.98,2.33
2017-06-01,1.0,1.34,2.19,244.18200000000002,1.67,45.18,-7.34,107.0,48.0,7.44,-39.88,146533,1.63,22.03,2.32
2017-07-01,1.09,1.37,2.32,244.39,1.77,46.63,4.43,111.0,52.0,9.82,-53.21,146737,1.53,22.08,2.32
2017-08-01,1.03,1.34,2.21,245.297,1.95,48.04,7.42,111.0,52.0,9.82,-53.21,146924,1.57,22.11,2.31
2017-09-01,1.05,1.38,2.2,246.418,2.23,49.82,10.27,111.0,52.0,9.82,-53.21,146942,1.39,22.19,2.59
2017-10-01,1.09,1.55,2.36,246.58700000000002,2.03,51.58,3.62,94.0,56.0,9.64,-36.61,147202,1.48,22.18,2.16
2017-11-01,1.25,1.7,2.35,247.332,2.19,56.64,24.05,94.0,56.0,9.64,-36.61,147422,1.51,22.24,2.35
2017-12-01,1.34,1.84,2.4,247.90099999999998,2.11,57.88,11.37,94.0,56.0,9.64,-36.61,147596,1.48,22.31,2.48
2018-01-01,1.43,2.03,2.58,248.88400000000001,2.09,63.7,21.33,71.0,43.0,4.94,-13.51,147767,1.42,22.36,2.47
2018-02-01,1.59,2.18,2.86,249.36900000000003,2.22,62.23,16.38,71.0,43.0,4.94,-13.51,148097,1.55,22.4,2.47
2018-03-01,1.73,2.28,2.84,249.498,2.36,62.73,27.16,71.0,43.0,4.94,-13.51,148279,1.59,22.49,2.74
2018-04-01,1.79,2.38,2.87,249.956,2.42,66.25,29.75,111.0,39.0,3.7,-18.8,148475,1.57,22.55,2.78
2018-05-01,1.9,2.51,2.98,250.646,2.74,69.98,44.35,111.0,39.0,3.7,-18.8,148745,1.67,22.62,2.91
2018-06-01,1.94,2.53,2.91,251.13400000000001,2.85,67.87,50.22,111.0,39.0,3.7,-18.8,149007,1.69,22.67,2.91
2018-07-01,1.99,2.61,2.89,251.597,2.95,70.98,52.22,115.0,37.0,3.44,-28.5,149185,1.67,22.71,2.85
2018-08-01,2.07,2.64,2.89,251.87900000000002,2.68,68.06,41.67,115.0,37.0,3.44,-28.5,149467,1.73,22.8,3.12
2018-09-01,2.17,2.77,3.0,252.01,2.27,70.23,40.97,115.0,37.0,3.44,-28.5,149575,1.79,22.86,3.02
2018-10-01,2.29,2.86,3.15,252.794,2.52,70.75,37.17,97.0,34.0,2.86,-39.81,149852,1.8,22.9,3.25
2018-11-01,2.37,2.86,3.12,252.76,2.19,56.96,0.56,97.0,34.0,2.86,-39.81,150048,1.78,22.99,3.37
2018-12-01,2.41,2.68,2.83,252.72299999999998,1.95,49.52,-14.44,97.0,34.0,2.86,-39.81,150275,1.82,23.09,3.5
